player_key,player,squad,src_league,pos,season,age,n_real_seasons,forecast_1y_eur,forecast_2y_eur
alexis blin,Alexis Blin,Lecce,ITA1,MF,2023-24,27.0,2,2703334.0,2581904.0
alexis claude maurice,Alexis Claude-Maurice,Augsburg,GER1,MF,2025-26,27.0,6,7214763.0,5947222.0
alexis flips,Alexis Flips,Reims,FRA1,DF,2022-23,22.0,3,2351876.0,2785688.0
alexis mac allister,Alexis Mac Allister,Liverpool,ENG1,MF,2026-27,28.0,7,36048974.0,22048577.0
alexis saelemaekers,Alexis Saelemaekers,AC Milan,ITA1,MF,2026-27,27.0,7,13840761.0,10346925.0
alexis sanchez,Alexis Sánchez,Sevilla,ESP1,FW,2025-26,36.0,6,993102.0,625093.0
alexis tibidi,Alexis Tibidi,Troyes,FRA1,MF,2022-23,19.0,2,2348262.0,3024535.0
alexis trouillet,Alexis Trouillet,Nice,FRA1,MF,2020-21,20.0,1,3255245.0,3923648.0
alexsandro ribeiro,Alexsandro Ribeiro,Lille,FRA1,DF,2026-27,27.0,1,9888230.0,7611633.0
alfie dorrington,Alfie Dorrington,Tottenham,ENG1,DF,2024-25,19.0,1,1573527.0,2123716.0
alfie doughty,Alfie Doughty,Luton Town,ENG1,MF,2023-24,23.0,1,9262943.0,8793970.0
alfie gilchrist,Alfie Gilchrist,Chelsea,ENG1,DF,2023-24,19.0,1,5836092.0,6470785.0
alfie pond,Alfie Pond,Wolves,ENG1,DF,2024-25,20.0,1,750000.0,1000000.0
alfon,Alfon,Sevilla,ESP1,FW,2026-27,27.0,5,2851087.0,2830670.0
alfonso espino,Alfonso Espino,Rayo Vallecano,ESP1,DF,2025-26,33.0,6,864216.0,629397.0
alfonso pedraza,Alfonso Pedraza,Villarreal,ESP1,DF,2025-26,29.0,6,3184716.0,2575370.0
alfred duncan,Alfred Duncan,Venezia,ITA1,MF,2024-25,31.0,5,2242877.0,1701530.0
alfred finnbogason,Alfreð Finnbogason,Augsburg,GER1,FW,2021-22,32.0,2,819672.0,730306.0
alfred gomis,Alfred Gomis,Rennes,FRA1,GK,2021-22,28.0,2,5927785.0,4832485.0
ali al hamadi,Ali Al Hamadi,Ipswich Town,ENG1,FW,2024-25,22.0,1,3775612.0,4305451.0
ali houary,Ali Houary,Elche,ESP1,MF,2026-27,21.0,2,666305.0,996384.0
alidu seidu,Alidu Seidu,Rennes,FRA1,DF,2025-26,25.0,5,5319444.0,4971236.0
aliou badara balde,Aliou Badara Baldé,Bochum,GER1,FW,2024-25,21.0,1,1770255.0,2312743.0
aliou dieng,Aliou Dieng,Valencia,ESP1,DF,2026-27,29.0,1,2864272.0,2353378.0
alireza jahanbakhsh,Alireza Jahanbakhsh,Brighton,ENG1,MF,2020-21,26.0,1,5141188.0,4697576.0
alisson,Alisson,Liverpool,ENG1,GK,2026-27,34.0,7,8081041.0,4218748.0
aljoscha kemlein,Aljoscha Kemlein,Union Berlin,GER1,MF,2026-27,22.0,4,10343167.0,9974969.0
alkhaly momo cisse,Alkhaly Momo Cissé,Stuttgart,GER1,FW,2020-21,17.0,1,1178988.0,1710176.0
allan,Allan,Everton,ENG1,MF,2021-22,30.0,2,9810652.0,6410318.0
allan nyom,Allan Nyom,Getafe,ESP1,DF,2025-26,37.0,4,101499.0,69769.0
allan saint maximin,Allan Saint-Maximin,Lens,FRA1,MF,2025-26,28.0,4,11161446.0,8139242.0
allan tchaptchet,Allan Tchaptchet,Southampton,ENG1,DF,2020-21,18.0,1,450000.0,600000.0
almamy toure,Almamy Touré,Frankfurt,GER1,DF,2022-23,26.0,3,3623751.0,3419050.0
almugera kabar,Almugera Kabar,Dortmund,GER1,DF,2025-26,19.0,2,2812394.0,3479108.0
alois confais,Alois Confais,Le Havre,FRA1,MF,2024-25,28.0,2,301343.0,377767.0
alou kuol,Alou Kuol,Stuttgart,GER1,FW,2022-23,21.0,1,900000.0,1200000.0
alphonse areola,Alphonse Areola,West Ham,ENG1,GK,2025-26,32.0,6,3978659.0,2691385.0
alphonso davies,Alphonso Davies,Bayern Munich,GER1,DF,2026-27,26.0,7,35666786.0,23880602.0
altay bayindir,Altay Bayındır,Manchester Utd,ENG1,GK,2025-26,27.0,2,5273456.0,4596093.0
alvaro aguado,Álvaro Aguado,Espanyol,ESP1,MF,2024-25,28.0,2,1826511.0,1747432.0
alvaro bastida,Álvaro Bastida,Cádiz,ESP1,MF,2021-22,17.0,1,1907777.0,2585562.0
alvaro bravo,Álvaro Bravo,Granada,ESP1,MF,2020-21,22.0,1,450000.0,600000.0
alvaro carreras,Álvaro Carreras,Real Madrid,ESP1,DF,2026-27,23.0,3,30350960.0,23693510.0
alvaro cortes,Alvaro Cortes,Barcelona,ESP1,DF,2025-26,20.0,1,5079385.0,5644882.0
alvaro djalo,Álvaro djaló,Athletic Club,ESP1,MF,2026-27,27.0,2,4088530.0,3669927.0
alvaro fernandez,Álvaro Fernández,Sevilla,ESP1,GK,2024-25,26.0,4,3813479.0,3647404.0
alvaro fidalgo,Álvaro Fidalgo,Real Betis,ESP1,MF,2026-27,29.0,2,4682108.0,3655390.0
alvaro garcia,Álvaro García,Rayo Vallecano,ESP1,MF,2026-27,34.0,6,795182.0,551127.0
alvaro gimenez,Álvaro Giménez,Cádiz,ESP1,FW,2022-23,31.0,2,1073132.0,983085.0
alvaro gonzalez,Alvaro Gonzalez,Marseille,FRA1,DF,2021-22,31.0,2,2569852.0,1865124.0
alvaro jimenez,Álvaro Jiménez,Cádiz,ESP1,MF,2021-22,26.0,1,1250790.0,1412787.0
alvaro leiva,Álvaro Leiva,Real Madrid,ESP1,FW,2025-26,22.0,1,1291242.0,1729561.0
alvaro lemos,Álvaro Lemos,Las Palmas,ESP1,DF,2023-24,30.0,1,961585.0,869692.0
alvaro morata,Alvaro Morata,Como,ITA1,FW,2025-26,33.0,6,5699881.0,3530043.0
alvaro negredo,Álvaro Negredo,Cádiz,ESP1,FW,2023-24,37.0,4,361995.0,242001.0
alvaro nunez,Álvaro Núñez,Celta Vigo,ESP1,MF,2026-27,26.0,3,3833695.0,3660537.0
alvaro odriozola,Álvaro Odriozola,Real Sociedad,ESP1,DF,2025-26,29.0,6,1478226.0,1341249.0
alvaro pascual,Álvaro Pascual,Sevilla,ESP1,FW,2024-25,22.0,1,2049718.0,2561648.0
alvaro rodriguez,Álvaro Rodríguez,Bournemouth,ENG1,FW,2026-27,22.0,4,7527069.0,7739474.0
alvaro sanz,Alvaro Sanz,Barcelona,ESP1,MF,2021-22,20.0,1,1616699.0,2164356.0
alvaro tejero,Álvaro Tejero,Espanyol,ESP1,MF,2024-25,28.0,2,1679491.0,1627131.0
alvaro vadillo,Álvaro Vadillo,Espanyol,ESP1,FW,2021-22,26.0,1,1581441.0,1794721.0
alvaro valles,Álvaro Vallés,Real Betis,ESP1,GK,2026-27,29.0,3,5493324.0,4290749.0
alysson,Alysson,Aston Villa,ENG1,MF,2026-27,20.0,2,10991126.0,11037730.0
amad diallo,Amad Diallo,Manchester Utd,ENG1,MF,2025-26,23.0,4,31580584.0,24943391.0
amadou diallo,Amadou Diallo,Newcastle,ENG1,FW,2023-24,20.0,1,1106302.0,1578760.0
amadou diambo,Amadou Diambo,Benevento,ITA1,FW,2020-21,19.0,1,600000.0,800000.0
amadou diawara,Amadou Diawara,Roma,ITA1,MF,2021-22,24.0,2,8175521.0,7619378.0
amadou haidara,Amadou Haidara,Lens,FRA1,MF,2026-27,28.0,7,6656574.0,5245474.0
amadou onana,Amadou Onana,Aston Villa,ENG1,MF,2025-26,23.0,5,32140857.0,25319038.0
amadou salif mbengue,Amadou Salif Mbengue,Metz,FRA1,DF,2021-22,19.0,1,1720028.0,2290648.0
amadou traore,Amadou Traore,Bordeaux,FRA1,MF,2021-22,19.0,2,1032554.0,1504353.0
amankwaa akurugu,Amankwaa Akurugu,Getafe,ESP1,MF,2021-22,19.0,2,462754.0,760452.0
amar dedic,Amar Dedić,Newcastle,ENG1,DF,2026-27,24.0,2,13675020.0,11580773.0
amarii bell,Amari'i Bell,Luton Town,ENG1,DF,2023-24,29.0,1,2481608.0,2083305.0
amath,Amath,Valladolid,ESP1,FW,2024-25,28.0,4,1321133.0,1400466.0
ambroise oyongo,Ambroise Oyongo,Montpellier,FRA1,DF,2021-22,30.0,2,1643066.0,1371301.0
ameen al dakhil,Ameen Al-Dakhil,Stuttgart,GER1,DF,2025-26,23.0,3,5881216.0,5872592.0
amer gojak,Amer Gojak,Torino,ITA1,MF,2020-21,23.0,1,5835288.0,5937469.0
amin sarr,Amin Sarr,Verona,ITA1,FW,2025-26,24.0,4,3917705.0,4190340.0
amin younes,Amin Younes,Frankfurt,GER1,MF,2020-21,26.0,1,8161127.0,6957569.0
amine adli,Amine Adli,Bournemouth,ENG1,MF,2025-26,25.0,5,16332114.0,13153500.0
amine bassi,Amine Bassi,Metz,FRA1,MF,2021-22,24.0,1,3070678.0,3314596.0
amine gouiri,Amine Gouiri,Marseille,FRA1,FW,2026-27,26.0,7,25781859.0,19249476.0
amine harit,Amine Harit,Marseille,FRA1,MF,2026-27,29.0,6,5027982.0,3883678.0
amine salama,Amine Salama,Reims,FRA1,FW,2024-25,24.0,3,1940141.0,2305848.0
amir abrashi,Amir Abrashi,Freiburg,GER1,MF,2020-21,30.0,1,1096401.0,995200.0
amir rrahmani,Amir Rrahmani,Napoli,ITA1,DF,2026-27,32.0,7,5797105.0,3446185.0
amos pieper,Amos Pieper,Werder Bremen,GER1,DF,2026-27,28.0,7,3027624.0,2626838.0
anaitz arbilla,Anaitz Arbilla,Eibar,ESP1,DF,2020-21,33.0,1,847648.0,619126.0
anan khalaili,Anan Khalaili,Crystal Palace,ENG1,MF,2026-27,22.0,1,16941803.0,15173011.0
anass zaroury,Anass Zaroury,Lens,FRA1,DF,2024-25,24.0,2,8096884.0,7417696.0
anastasios donis,Anastasios Donis,Reims,FRA1,FW,2021-22,25.0,2,1452308.0,1738731.0
anastasios douvikas,Anastasios Douvikas,Celta Vigo,ESP1,FW,2024-25,24.0,2,8067106.0,7742520.0
ander barrenetxea,Ander Barrenetxea,Real Sociedad,ESP1,MF,2026-27,25.0,7,14939783.0,12194049.0
ander capa,Ander Capa,Athletic Club,ESP1,DF,2022-23,30.0,3,2184452.0,1746897.0
ander guevara,Ander Guevara,Alavés,ESP1,MF,2026-27,29.0,7,2347198.0,2032478.0
ander herrera,Ander Herrera,Athletic Club,ESP1,MF,2024-25,34.0,5,1325623.0,850966.0
ander martin,Ander Martin,Real Sociedad,ESP1,MF,2022-23,21.0,2,943068.0,1338648.0
anderson lucoqui,Anderson Lucoqui,Mainz 05,GER1,MF,2021-22,24.0,2,1936297.0,2239792.0
andi zeqiri,Andi Zeqiri,Augsburg,GER1,FW,2021-22,22.0,2,3236899.0,3777367.0
andoni gorosabel,Andoni Gorosabel,Athletic Club,ESP1,DF,2025-26,28.0,6,3711578.0,3123355.0
andras schafer,András Schäfer,Union Berlin,GER1,MF,2026-27,27.0,6,3365278.0,3110234.0
andre,André,Wolves,ENG1,MF,2025-26,24.0,2,20077937.0,16352819.0
andre almeida,André Almeida,Valencia,ESP1,MF,2025-26,25.0,3,7972589.0,7150143.0
andre anderson,Andre Anderson,Lazio,ITA1,MF,2021-22,22.0,1,2900357.0,3384853.0
andre ayew,Andre Ayew,Le Havre,FRA1,FW,2024-25,35.0,3,802518.0,568689.0
andre brooks,Andre Brooks,Sheffield United,ENG1,MF,2023-24,19.0,1,3728482.0,4480498.0
andre ferreira,André Ferreira,Valladolid,ESP1,GK,2024-25,28.0,2,922428.0,994042.0
andre gomes,Andre Gomes,Lille,FRA1,MF,2025-26,32.0,6,3470291.0,2283102.0
andre hahn,André Hahn,Augsburg,GER1,MF,2022-23,31.0,3,1495683.0,1205781.0
andre onana,André Onana,Manchester Utd,ENG1,GK,2024-25,28.0,3,15897297.0,11177296.0
andre silva,André Silva,Elche,ESP1,FW,2025-26,29.0,7,4555969.0,3798469.0
andrea adorante,Andrea Adorante,Parma Calcio 1913,ITA1,FW,2020-21,20.0,1,1106302.0,1578760.0
andrea barberis,Andrea Barberis,Monza,ITA1,MF,2022-23,29.0,1,1837784.0,1650855.0
andrea belotti,Andrea Belotti,Cagliari,ITA1,FW,2025-26,32.0,5,1980163.0,1545632.0
andrea cambiaso,Andrea Cambiaso,Juventus,ITA1,MF,2026-27,26.0,6,15897861.0,12263313.0
andrea carboni,Andrea Carboni,Monza,ITA1,DF,2026-27,25.0,6,3399813.0,3397934.0
andrea colpani,Andrea Colpani,Monza,ITA1,FW,2026-27,27.0,4,5144169.0,4674641.0
andrea consigli,Andrea Consigli,Sassuolo,ITA1,GK,2023-24,36.0,4,613302.0,396665.0
andrea conti,Andrea Conti,Sampdoria,ITA1,DF,2022-23,28.0,3,2427882.0,2177409.0
andrea danzi,Andrea Danzi,Verona,ITA1,MF,2020-21,21.0,1,1115486.0,1544006.0
andrea favilli,Andrea Favilli,Genoa,ITA1,FW,2021-22,24.0,2,2773587.0,3124336.0
andrea ghion,Andrea Ghion,Sassuolo,ITA1,MF,2026-27,26.0,2,1127426.0,1293435.0
andrea la mantia,Andrea La Mantia,Empoli,ITA1,FW,2021-22,30.0,1,1662656.0,1520033.0
andrea masiello,Andrea Masiello,Genoa,ITA1,DF,2021-22,35.0,2,346406.0,241772.0
andrea petagna,Andrea Petagna,Monza,ITA1,FW,2024-25,29.0,5,2949130.0,2624549.0
andrea pinamonti,Andrea Pinamonti,Lazio,ITA1,FW,2026-27,27.0,7,12804857.0,10148430.0
andrea poli,Andrea Poli,Bologna,ITA1,MF,2020-21,31.0,1,1141442.0,958276.0
andrea ranocchia,Andrea Ranocchia,Monza,ITA1,DF,2022-23,34.0,3,495982.0,359742.0
andrea rispoli,Andrea Rispoli,Crotone,ITA1,DF,2020-21,32.0,1,609476.0,507952.0
andrea schiavone,Andrea Schiavone,Salernitana,ITA1,MF,2021-22,28.0,1,830105.0,893891.0
andreas albers,Andreas Albers,St Pauli,GER1,FW,2024-25,34.0,1,404250.0,344619.0
andreas bruus,Andreas Bruus,Troyes,FRA1,DF,2022-23,23.0,1,3086907.0,3395298.0
andreas christensen,Andreas Christensen,Barcelona,ESP1,DF,2026-27,30.0,7,7351275.0,4900431.0
andreas cornelius,Andreas Cornelius,Parma Calcio 1913,ITA1,FW,2020-21,27.0,1,5745903.0,5135525.0
andreas hanche olsen,Andreas Hanche-Olsen,Mainz 05,GER1,DF,2025-26,28.0,3,4025688.0,3346653.0
andreas hountondji,Andreas Hountondji,St Pauli,GER1,FW,2025-26,23.0,1,4211166.0,4598469.0
andreas luthe,Andreas Luthe,Bochum,GER1,GK,2023-24,36.0,3,260975.0,191871.0
andreas pereira,Andreas Pereira,Fulham,ENG1,MF,2024-25,28.0,4,9968413.0,7393562.0
andreas skov olsen,Andreas Skov Olsen,Wolfsburg,GER1,MF,2025-26,25.0,4,8044058.0,7204588.0
andreas voglsammer,Andreas Voglsammer,Union Berlin,GER1,FW,2021-22,29.0,2,1499553.0,1477007.0
andrei girotto,Andrei Girotto,Nantes,FRA1,DF,2022-23,30.0,3,3196847.0,2414569.0
andrei motoc,Andrei Motoc,Salernitana,ITA1,DF,2021-22,19.0,1,300000.0,400000.0
andrei ratiu,Andrei Ratiu,Rayo Vallecano,ESP1,DF,2026-27,28.0,4,7889579.0,5929149.0
andrej ilic,Andrej Ilic,Union Berlin,GER1,FW,2025-26,25.0,3,5489674.0,5383900.0
andrej kramaric,Andrej Kramarić,Hoffenheim,GER1,FW,2026-27,35.0,7,2010258.0,1241231.0
andres andrade cedeno,Andrés Andrade Cedeño,Arminia,GER1,DF,2021-22,22.0,1,3158434.0,3579162.0
andres antanon,Andrés Antañón,Celta Vigo,ESP1,FW,2026-27,19.0,2,1010551.0,1481267.0
andres fernandez,Andrés Fernández,Huesca,ESP1,GK,2020-21,33.0,1,660697.0,543365.0
andres garcia,Andrés García,Getafe,ESP1,MF,2026-27,23.0,3,6821301.0,6780090.0
andres guardado,Andrés Guardado,Real Betis,ESP1,MF,2023-24,36.0,4,541130.0,328977.0
andres martin,Andrés Martín,Rayo Vallecano,ESP1,MF,2022-23,23.0,2,1798100.0,2182932.0
andres tello,Andres Tello,Benevento,ITA1,DF,2020-21,24.0,1,1551845.0,1821461.0
andrew omobamidele,Andrew Omobamidele,Strasbourg,FRA1,DF,2026-27,24.0,5,7750754.0,7147285.0
andrey santos,Andrey Santos,Manchester Utd,ENG1,MF,2026-27,22.0,5,31317360.0,25578405.0
andri fannar baldursson,Andri Fannar Baldursson,Bologna,ITA1,MF,2020-21,18.0,1,1975979.0,2644295.0
andrija maksimovic,Andrija Maksimović,RB Leipzig,GER1,FW,2026-27,19.0,2,9677276.0,10107625.0
andriy lunin,Andriy Lunin,Real Madrid,ESP1,GK,2025-26,26.0,5,9830978.0,8157704.0
andriy yarmolenko,Andriy Yarmolenko,West Ham,ENG1,MF,2021-22,31.0,2,2202407.0,1675397.0
andros townsend,Andros Townsend,Luton Town,ENG1,MF,2023-24,32.0,3,1781375.0,1295258.0
andu kelati,Andu Kelati,Holstein Kiel,GER1,MF,2024-25,21.0,1,1770722.0,2286823.0
andy carroll,Andy Carroll,Newcastle,ENG1,FW,2020-21,31.0,1,1665211.0,1428187.0
andy delort,Andy Delort,Montpellier,FRA1,FW,2024-25,33.0,4,2518362.0,1762968.0
andy diouf,Andy Diouf,Inter,ITA1,DF,2026-27,23.0,6,15407568.0,13315479.0
andy irving,Andy Irving,West Ham,ENG1,MF,2025-26,25.0,2,4488999.0,4388159.0
andy pelmard,Andy Pelmard,Lecce,ITA1,DF,2024-25,24.0,4,2682676.0,2900559.0
andy robertson,Andy Robertson,Tottenham,ENG1,DF,2026-27,32.0,7,6633316.0,3864383.0
anel ahmedhodzic,Anel Ahmedhodžić,Sheffield United,ENG1,DF,2023-24,24.0,2,11380383.0,9906771.0
angel algobia,Ángel Algobia,Getafe,ESP1,MF,2022-23,23.0,1,300000.0,400000.0
angel correa,Ángel Correa,Atlético Madrid,ESP1,FW,2024-25,29.0,5,13821312.0,9756224.0
angel di maria,Angel Di Maria,Juventus,ITA1,FW,2022-23,34.0,3,6501504.0,3653832.0
angel gomes,Angel Gomes,Marseille,FRA1,MF,2026-27,26.0,7,9888784.0,8191084.0
angel montoro,Ángel Montoro,Granada,ESP1,MF,2021-22,33.0,2,788687.0,597012.0
angel ortiz,Ángel Ortíz,Real Betis,ESP1,DF,2026-27,22.0,3,4453058.0,4792807.0
angel perez,Ángel Pérez,Alavés,ESP1,DF,2026-27,24.0,2,3402424.0,3549923.0
angel rodriguez,Ángel Rodríguez,Mallorca,ESP1,FW,2022-23,35.0,3,1190224.0,795011.0
angelino,Angelino,Roma,ITA1,DF,2025-26,28.0,6,8037350.0,6023412.0
angelo,Angelo,Strasbourg,FRA1,FW,2023-24,42.0,1,3000000.0,1800000.0
angelo da costa,Angelo Da Costa,Bologna,ITA1,GK,2020-21,37.0,1,181037.0,128032.0
angelo fulgini,Angelo Fulgini,Lens,FRA1,DF,2024-25,28.0,6,5642026.0,4458784.0
angelo ogbonna,Angelo Ogbonna,West Ham,ENG1,DF,2023-24,35.0,4,503852.0,332443.0
angelo stiller,Angelo Stiller,Stuttgart,GER1,MF,2026-27,25.0,7,26136854.0,19616458.0
angus gunn,Angus Gunn,Nottingham,ENG1,GK,2025-26,29.0,2,1307864.0,1266926.0
anibal chala,Anibal Chala,Dijon,FRA1,DF,2020-21,24.0,1,2984196.0,3175426.0
anis ben slimane,Anis Ben Slimane,Sheffield United,ENG1,MF,2023-24,22.0,1,3750698.0,4211642.0
anrie chase,Anrie Chase,Stuttgart,GER1,DF,2024-25,20.0,1,4192940.0,4795747.0
ansgar knauff,Ansgar Knauff,Frankfurt,GER1,MF,2025-26,23.0,7,12863204.0,11625059.0
ansou sow,Ansou Sow,Lens,FRA1,MF,2020-21,20.0,1,450000.0,600000.0
ansu fati,Ansu Fati,Barcelona,ESP1,MF,2024-25,21.0,6,15000000.0,20000000.0
ante budimir,Ante Budimir,Osasuna,ESP1,FW,2026-27,35.0,7,1588133.0,1015880.0
ante palaversa,Ante Palaversa,Troyes,FRA1,MF,2022-23,22.0,2,2586324.0,3070694.0
ante rebic,Ante Rebic,Lecce,ITA1,FW,2024-25,31.0,4,3000000.0,2433571.0
anthony briancon,Anthony Briancon,Saint-Etienne,FRA1,MF,2024-25,30.0,2,622484.0,615100.0
anthony caci,Anthony Caci,Mainz 05,GER1,MF,2026-27,29.0,7,4937397.0,3824124.0
anthony elanga,Anthony Elanga,Newcastle,ENG1,MF,2026-27,24.0,7,24977367.0,19687750.0
anthony gordon,Anthony Gordon,Barcelona,ESP1,MF,2026-27,25.0,8,43451922.0,30217806.0
anthony jung,Anthony Jung,Freiburg,GER1,DF,2025-26,33.0,4,482739.0,383664.0
anthony lopes,Anthony Lopes,Angers,FRA1,GK,2026-27,36.0,7,702234.0,445052.0
anthony losilla,Anthony Losilla,Bochum,GER1,MF,2024-25,38.0,4,186749.0,108092.0
anthony lozano,Anthony Lozano,Almería,ESP1,FW,2023-24,30.0,5,1558812.0,1438949.0
anthony mandrea,Anthony Mandrea,Angers,FRA1,GK,2021-22,25.0,1,1689023.0,1898721.0
anthony martial,Anthony Martial,Manchester Utd,ENG1,FW,2023-24,27.0,5,12370015.0,9854737.0
anthony modeste,Anthony Modeste,Dortmund,GER1,FW,2022-23,34.0,4,1305013.0,933167.0
anthony racioppi,Anthony Racioppi,Dijon,FRA1,GK,2020-21,22.0,1,2311306.0,2708461.0
anthony rouault,Anthony Rouault,Rennes,FRA1,DF,2026-27,25.0,6,9050447.0,7809939.0
anthony ujah,Anthony Ujah,Union Berlin,GER1,FW,2021-22,30.0,1,879333.0,884507.0
antoine bernede,Antoine Bernede,Verona,ITA1,MF,2025-26,26.0,2,3228161.0,3162874.0
antoine griezmann,Antoine Griezmann,Atlético Madrid,ESP1,FW,2025-26,34.0,7,7868313.0,4297206.0
antoine mendy,Antoine Mendy,Nice,FRA1,DF,2026-27,22.0,4,6125562.0,6284986.0
antoine rabillard,Antoine Rabillard,Le Mans,FRA1,MF,2026-27,31.0,1,761584.0,679384.0
antoine semenyo,Antoine Semenyo,Manchester City,ENG1,MF,2026-27,26.0,5,42162905.0,28097060.0
antoine valerio,Antoine Valerio,Nimes,FRA1,MF,2020-21,21.0,1,600000.0,800000.0
anton kade,Anton Kade,Augsburg,GER1,MF,2026-27,22.0,3,8888736.0,8769404.0
anton stach,Anton Stach,Leeds United,ENG1,MF,2026-27,28.0,7,13038790.0,9289092.0
antonee robinson,Antonee Robinson,Fulham,ENG1,DF,2026-27,29.0,6,12387601.0,8170879.0
antoni milambo,Antoni Milambo,Brentford,ENG1,MF,2025-26,20.0,1,12472624.0,12290175.0
antonin barak,Antonin Barak,Fiorentina,ITA1,MF,2024-25,30.0,5,3857925.0,2899593.0
antonin bobichon,Antonin Bobichon,Angers,FRA1,MF,2022-23,27.0,3,1923189.0,1933054.0
antonin kinsky,Antonín Kinský,Tottenham,ENG1,GK,2026-27,23.0,3,14543090.0,12618870.0
antonino gallo,Antonino Gallo,Lecce,ITA1,DF,2026-27,26.0,5,2975056.0,2891291.0
antonio barragan,Antonio Barragán,Elche,ESP1,DF,2021-22,34.0,2,470630.0,344051.0
antonio barreca,Antonio Barreca,Fiorentina,ITA1,DF,2020-21,25.0,1,2853534.0,2927883.0
antonio blanco,Antonio Blanco,Alavés,ESP1,MF,2026-27,26.0,7,6875746.0,6014393.0
antonio candela,Antonio Candela,Venezia,ITA1,DF,2024-25,24.0,2,2303892.0,2548540.0
antonio candreva,Antonio Candreva,Salernitana,ITA1,FW,2023-24,36.0,4,1008409.0,633273.0
antonio caracciolo,Antonio Caracciolo,Pisa,ITA1,DF,2025-26,35.0,1,542636.0,354072.0
antonio cioffi,Antonio Cioffi,Napoli,ITA1,MF,2020-21,18.0,1,1405670.0,1979683.0
antonio mazzotta,Antonio Mazzotta,Crotone,ITA1,DF,2020-21,31.0,1,373546.0,362058.0
antonio mirante,Antonio Mirante,AC Milan,ITA1,GK,2023-24,40.0,3,109285.0,61107.0
antonio nusa,Antonio Nusa,RB Leipzig,GER1,FW,2026-27,21.0,3,28781664.0,24748295.0
antonio palumbo,Antonio Palumbo,Sampdoria,ITA1,MF,2020-21,24.0,1,1451521.0,1753199.0
antonio puertas,Antonio Puertas,Granada,ESP1,MF,2023-24,31.0,3,1912662.0,1486098.0
antonio raillo,Antonio Raillo,Mallorca,ESP1,DF,2025-26,33.0,5,790489.0,583454.0
antonio raimondo,Antonio Raimondo,Frosinone,ITA1,FW,2026-27,22.0,2,5178936.0,5632276.0
antonio rudiger,Antonio Rüdiger,Real Madrid,ESP1,DF,2026-27,33.0,7,4949518.0,2774433.0
antonio sanabria,Antonio Sanabria,Cremonese,ITA1,FW,2025-26,29.0,7,2854996.0,2553169.0
antonio sanchez,Antonio Sánchez,Mallorca,ESP1,MF,2025-26,28.0,5,1714610.0,1656007.0
antonio silva,António Silva,Bournemouth,ENG1,DF,2026-27,23.0,1,17501667.0,14838853.0
antonio sivera,Antonio Sivera,Alavés,ESP1,GK,2026-27,30.0,6,3277736.0,2607531.0
antonio vergara,Antonio Vergara,Napoli,ITA1,MF,2026-27,23.0,2,12812625.0,11586193.0
antonios papadopoulos,Antonios Papadopoulos,Dortmund,GER1,DF,2023-24,23.0,3,832888.0,1115017.0
antoniu,Antoniu,Espanyol,ESP1,MF,2025-26,22.0,2,2550904.0,3034912.0
antony,Antony,Real Betis,ESP1,MF,2026-27,26.0,5,26574257.0,18978500.0
antwoine hackford,Antwoine Hackford,Sheffield United,ENG1,FW,2023-24,19.0,2,751177.0,1151171.0
anuar,Anuar,Valladolid,ESP1,MF,2024-25,29.0,2,993229.0,978477.0
anwar el ghazi,Anwar El Ghazi,Mainz 05,GER1,FW,2023-24,28.0,4,4560950.0,4014811.0
ao tanaka,Ao Tanaka,Leeds United,ENG1,MF,2026-27,28.0,2,9066834.0,6821170.0
arber zeneli,Arber Zeneli,Reims,FRA1,FW,2022-23,27.0,3,4289303.0,4005521.0
archie gray,Archie Gray,Tottenham,ENG1,DF,2026-27,20.0,3,33467126.0,28031162.0
arda guler,Arda Güler,Real Madrid,ESP1,MF,2026-27,21.0,4,62823348.0,47501521.0
ardian ismajli,Ardian Ismajli,Torino,ITA1,DF,2026-27,30.0,7,2590302.0,2019175.0
arial mendy,Arial Mendy,Clermont Foot,FRA1,DF,2022-23,28.0,2,902860.0,939234.0
aridane hernandez,Aridane Hernández,Rayo Vallecano,ESP1,DF,2024-25,35.0,5,344610.0,240706.0
arijanet muric,Arijanet Muric,Sassuolo,ITA1,GK,2026-27,28.0,4,5383564.0,4452679.0
arijon ibrahimovic,Arijon Ibrahimović,Heidenheim,GER1,MF,2025-26,19.0,4,6772685.0,7441675.0
aritz arambarri,Aritz Arambarri,Leganés,ESP1,DF,2024-25,26.0,2,650516.0,794127.0
aritz elustondo,Aritz Elustondo,Real Sociedad,ESP1,DF,2025-26,31.0,6,2342315.0,1723790.0
arkadiusz milik,Arkadiusz Milik,Juventus,ITA1,MF,2025-26,31.0,6,2785771.0,2045778.0
arkadiusz pyrka,Arkadiusz Pyrka,St Pauli,GER1,MF,2025-26,22.0,1,4693868.0,5096327.0
arkadiusz reca,Arkadiusz Reca,Spezia,ITA1,DF,2022-23,27.0,3,2882768.0,2669717.0
arkaitz mariezkurrena,Arkaitz Mariezkurrena,Real Sociedad,ESP1,FW,2025-26,20.0,2,1497321.0,2041930.0
armand lauriente,Armand Lauriente,Sassuolo,ITA1,FW,2026-27,28.0,7,10170066.0,7937673.0
armando broja,Armando Broja,Burnley,ENG1,FW,2025-26,23.0,6,13528311.0,12400189.0
