player_key,player,squad,src_league,pos,season,age,n_real_seasons,forecast_1y_eur,forecast_2y_eur
paco cortes,Paco Cortés,Levante,ESP1,MF,2026-27,19.0,2,2448038.0,3133426.0
panagiotis retsos,Panagiotis Retsos,Verona,ITA1,DF,2022-23,24.0,4,3264609.0,3427325.0
paolo bartolomei,Paolo Bartolomei,Spezia,ITA1,MF,2020-21,31.0,1,983665.0,844452.0
paolo farago,Paolo Farago,Cagliari,ITA1,MF,2021-22,28.0,2,1474452.0,1456658.0
paolo ghiglione,Paolo Ghiglione,Cremonese,ITA1,DF,2022-23,25.0,3,2439486.0,2562605.0
papa ndiaga yade,Papa Ndiaga Yade,Metz,FRA1,DF,2021-22,21.0,2,3304912.0,3826723.0
papakouli diop,Papakouli Diop,Eibar,ESP1,MF,2020-21,34.0,1,664799.0,473306.0
pape abou cisse,Pape Abou Cisse,Saint-Etienne,FRA1,DF,2020-21,25.0,1,5935591.0,5456604.0
pape cheikh,Pape Cheikh,Dijon,FRA1,MF,2020-21,23.0,1,3676001.0,4008830.0
pape diop,Pape Diop,Strasbourg,FRA1,MF,2026-27,40.0,1,1640000.0,984000.0
pape gueye,Pape Gueye,Villarreal,ESP1,MF,2026-27,27.0,4,20049580.0,14177996.0
pape matar sarr,Pape Matar Sarr,Tottenham,ENG1,MF,2025-26,22.0,4,29220563.0,24115228.0
pape sarr,Pape Sarr,Juventus,ITA1,MF,2026-27,24.0,3,22304338.0,17881846.0
papu gomez,Papu Gómez,Sevilla,ESP1,MF,2022-23,34.0,3,2751855.0,1583205.0
pascal gross,Pascal Groß,Brighton,ENG1,MF,2026-27,35.0,8,1312370.0,769635.0
pascal stenzel,Pascal Stenzel,Stuttgart,GER1,MF,2025-26,29.0,6,1271949.0,1207418.0
pascal struijk,Pascal Struijk,Brighton,ENG1,DF,2026-27,27.0,5,14441765.0,10502780.0
pasquale mazzocchi,Pasquale Mazzocchi,Napoli,ITA1,DF,2025-26,30.0,5,1374134.0,1178015.0
pasquale schiattarella,Pasquale Schiattarella,Benevento,ITA1,MF,2020-21,33.0,1,888820.0,660855.0
pathe ciss,Pathé Ciss,Rayo Vallecano,ESP1,DF,2026-27,32.0,6,973008.0,755976.0
patric,Patric,Lazio,ITA1,DF,2025-26,32.0,6,1477035.0,1077932.0
patric pfeiffer,Patric Pfeiffer,Augsburg,GER1,DF,2023-24,23.0,1,3086907.0,3395298.0
patrice covic,Patrice Čović,Werder Bremen,GER1,MF,2026-27,19.0,2,5177973.0,5923246.0
patrick bamford,Patrick Bamford,Leeds United,ENG1,FW,2022-23,28.0,3,12377056.0,9379783.0
patrick berg,Patrick Berg,Lens,FRA1,MF,2022-23,25.0,2,4667668.0,4536180.0
patrick burner,Patrick Burner,Nice,FRA1,DF,2020-21,24.0,1,2984196.0,3175426.0
patrick ciurria,Patrick Ciurria,Monza,ITA1,DF,2024-25,29.0,3,1713426.0,1520601.0
patrick cutrone,Patrick Cutrone,Monza,ITA1,MF,2026-27,28.0,7,3522490.0,3053823.0
patrick dorgu,Patrick Dorgu,Manchester Utd,ENG1,MF,2026-27,22.0,5,28752104.0,23786211.0
patrick drewes,Patrick Drewes,Bochum,GER1,GK,2024-25,31.0,1,725638.0,678859.0
patrick erras,Patrick Erras,Holstein Kiel,GER1,DF,2024-25,29.0,2,838212.0,828096.0
patrick herrmann,Patrick Herrmann,Gladbach,GER1,FW,2023-24,32.0,4,1258034.0,1051112.0
patrick leal,Patrick Leal,Venezia,ITA1,FW,2021-22,18.0,1,225000.0,300000.0
patrick mainka,Patrick Mainka,Heidenheim,GER1,DF,2025-26,30.0,3,1937572.0,1577594.0
patrick osterhage,Patrick Osterhage,Freiburg,GER1,MF,2025-26,25.0,5,5747016.0,5413540.0
patrick pentz,Patrick Pentz,Reims,FRA1,GK,2022-23,25.0,1,2405848.0,2564772.0
patrick roberts,Patrick Roberts,Sunderland,ENG1,FW,2025-26,28.0,2,3194829.0,2966529.0
patrick van aanholt,Patrick van Aanholt,Crystal Palace,ENG1,DF,2020-21,29.0,1,4929905.0,3733725.0
patrick wimmer,Patrick Wimmer,Hoffenheim,GER1,MF,2026-27,25.0,6,10821130.0,9270155.0
patrik schick,Patrik Schick,Leverkusen,GER1,FW,2026-27,30.0,7,13646555.0,9097887.0
patson daka,Patson Daka,Hamburger SV,GER1,FW,2026-27,28.0,4,4911057.0,4275302.0
pau cabanes,Pau Cabanes,Villarreal,ESP1,FW,2025-26,20.0,3,1267812.0,1772637.0
pau cubarsi,Pau Cubarsí,Barcelona,ESP1,DF,2026-27,19.0,4,75099138.0,56760062.0
pau lopez,Pau López,Real Betis,ESP1,GK,2025-26,30.0,6,3391886.0,2684520.0
pau navarro,Pau Navarro,Villarreal,ESP1,DF,2025-26,20.0,2,8450799.0,8701188.0
pau torres,Pau Torres,Aston Villa,ENG1,DF,2026-27,29.0,7,16670206.0,10516700.0
pau victor,Pau Victor,Barcelona,ESP1,FW,2024-25,22.0,1,5164964.0,5619358.0
paul akouokou,Paul Akouokou,Lyon,FRA1,MF,2024-25,27.0,6,1664259.0,1709476.0
paul baysse,Paul Baysse,Bordeaux,FRA1,MF,2021-22,33.0,2,683094.0,528351.0
paul bernardoni,Paul Bernardoni,Angers,FRA1,GK,2022-23,25.0,3,7221792.0,6528585.0
paul dummett,Paul Dummett,Newcastle,ENG1,DF,2023-24,31.0,3,916368.0,776328.0
paul erevbenagie,Paul Erevbenagie,Werder Bremen,GER1,MF,2026-27,19.0,1,360000.0,480000.0
paul hennrich,Paul Hennrich,Hoffenheim,GER1,MF,2024-25,19.0,1,1098869.0,1586090.0
paul jaeckel,Paul Jaeckel,Union Berlin,GER1,DF,2023-24,25.0,3,3381421.0,3382303.0
paul joly,Paul Joly,Auxerre,FRA1,DF,2024-25,24.0,2,2210150.0,2460125.0
paul lasne,Paul Lasne,Brest,FRA1,MF,2021-22,32.0,2,594503.0,509619.0
paul nardi,Paul Nardi,Lorient,FRA1,GK,2021-22,27.0,2,2093829.0,2096080.0
paul nebel,Paul Nebel,Mainz 05,GER1,MF,2025-26,22.0,4,12710740.0,11885058.0
paul okon engstler,Paul Okon-Engstler,Köln,GER1,MF,2026-27,21.0,1,2189537.0,2739075.0
paul onuachu,Paul Onuachu,Southampton,ENG1,FW,2024-25,30.0,1,4609010.0,3616075.0
paul pogba,Paul Pogba,Monaco,FRA1,MF,2025-26,32.0,4,4416279.0,2802285.0
paul seguin,Paul Seguin,Union Berlin,GER1,MF,2022-23,27.0,1,2788918.0,2651220.0
paul wanner,Paul Wanner,Heidenheim,GER1,MF,2024-25,18.0,3,8801643.0,9413998.0
paulinho,Paulinho,Leverkusen,GER1,FW,2022-23,22.0,3,11897025.0,11420945.0
paulo dybala,Paulo Dybala,Roma,ITA1,FW,2026-27,33.0,7,4527670.0,2902603.0
paulo gazzaniga,Paulo Gazzaniga,Girona,ESP1,GK,2025-26,33.0,5,1432386.0,1048915.0
paulo oliveira,Paulo Oliveira,Eibar,ESP1,DF,2020-21,28.0,1,3708935.0,3121465.0
paulo otavio,Paulo Otávio,Wolfsburg,GER1,DF,2022-23,27.0,3,5191677.0,4401884.0
pavao pervan,Pavao Pervan,Wolfsburg,GER1,GK,2023-24,35.0,3,255786.0,206127.0
pavel kaderabek,Pavel Kadeřábek,Hoffenheim,GER1,MF,2024-25,32.0,5,1721371.0,1258078.0
pawel dawidowicz,Pawel Dawidowicz,Verona,ITA1,DF,2024-25,29.0,5,2315620.0,1964251.0
pawel jaroszynski,Pawel Jaroszynski,Salernitana,ITA1,DF,2021-22,27.0,1,1131527.0,1205709.0
paxten aaronson,Paxten Aaronson,Frankfurt,GER1,MF,2023-24,19.0,1,5517137.0,6251449.0
pedri,Pedri,Barcelona,ESP1,MF,2026-27,24.0,7,116891139.0,73096365.0
pedro,Pedro,Lazio,ITA1,FW,2025-26,38.0,6,485251.0,282111.0
pedro alcala,Pedro Alcalá,Cádiz,ESP1,DF,2020-21,31.0,1,777006.0,674756.0
pedro benito,Pedro Benito,Cádiz,ESP1,FW,2021-22,21.0,1,900000.0,1200000.0
pedro bigas,Pedro Bigas,Elche,ESP1,DF,2026-27,36.0,5,147974.0,106462.0
pedro chirivella,Pedro Chirivella,Nantes,FRA1,MF,2024-25,27.0,5,4758940.0,4175505.0
pedro diaz,Pedro Díaz,Rayo Vallecano,ESP1,MF,2026-27,28.0,3,2564262.0,2331522.0
pedro leon,Pedro León,Eibar,ESP1,MF,2020-21,33.0,1,888820.0,660855.0
pedro lima,Pedro Lima,Wolves,ENG1,MF,2025-26,19.0,2,5575360.0,6307481.0
pedro lopez munoz,Pedro López Muñoz,Huesca,ESP1,DF,2020-21,36.0,1,115021.0,85940.0
pedro mendes,Pedro Mendes,Montpellier,FRA1,MF,2022-23,32.0,3,2626855.0,1801918.0
pedro mosquera,Pedro Mosquera,Huesca,ESP1,MF,2020-21,32.0,1,798482.0,654846.0
pedro neto,Pedro Neto,Chelsea,ENG1,MF,2026-27,26.0,7,39780983.0,26742014.0
pedro obiang,Pedro Obiang,Sassuolo,ITA1,MF,2023-24,31.0,3,744776.0,666617.0
pedro ortiz,Pedro Ortiz,Sevilla,ESP1,MF,2022-23,21.0,2,359949.0,590350.0
pedro pereira,Pedro Pereira,Monza,ITA1,DF,2024-25,26.0,3,1679782.0,1778631.0
pedro porro,Pedro Porro,Tottenham,ENG1,MF,2026-27,27.0,5,23929998.0,16478839.0
peio canales,Peio Canales,Athletic Club,ESP1,MF,2026-27,21.0,2,5684949.0,6163426.0
pejino,Pejiño,Las Palmas,ESP1,MF,2024-25,28.0,2,1110444.0,1144706.0
pelayo fernandez,Pelayo Fernandez,Rayo Vallecano,ESP1,DF,2026-27,23.0,3,763679.0,1035755.0
pelly ruddock mpanzu,Pelly Ruddock Mpanzu,Luton Town,ENG1,MF,2023-24,30.0,1,1667133.0,1421056.0
pep biel,Pep Biel,Augsburg,GER1,FW,2023-24,26.0,1,3817160.0,3795606.0
pep chavarria,Pep Chavarría,Chelsea,ENG1,DF,2026-27,28.0,4,5075861.0,4075491.0
pepe reina,Pepe Reina,Villarreal,ESP1,GK,2023-24,40.0,2,241975.0,120094.0
pepe sanchez,Pepe Sánchez,Granada,ESP1,DF,2020-21,20.0,1,1094321.0,1531047.0
peque,Peque,Sevilla,ESP1,MF,2026-27,24.0,3,3709787.0,3892495.0
percy tau,Percy Tau,Brighton,ENG1,MF,2020-21,26.0,1,3657331.0,3516896.0
pere milla,Pere Milla,Espanyol,ESP1,FW,2026-27,34.0,6,639650.0,509023.0
pere pons,Pere Pons,Alavés,ESP1,MF,2021-22,28.0,2,2700523.0,2436421.0
perparim hetemaj,Perparim Hetemaj,Benevento,ITA1,MF,2020-21,34.0,1,719104.0,505974.0
perr schuurs,Perr Schuurs,Torino,ITA1,DF,2023-24,24.0,1,16073138.0,13285697.0
peru nolaskoain,Peru Nolaskoain,Athletic Club,ESP1,DF,2023-24,24.0,2,1615386.0,1884663.0
pervis estupinan,Pervis Estupiñán,Brighton,ENG1,DF,2024-25,26.0,5,18645558.0,13759732.0
petar micin,Petar Micin,Udinese,ITA1,MF,2020-21,22.0,1,1011264.0,1382264.0
petar musa,Petar Musa,Union Berlin,GER1,FW,2020-21,22.0,1,3253724.0,3794050.0
petar skuletic,Petar Skuletic,Montpellier,FRA1,FW,2020-21,30.0,1,1100455.0,1070304.0
petar stojanovic,Petar Stojanovic,Empoli,ITA1,MF,2024-25,29.0,3,1602490.0,1469382.0
petar zovko,Petar Zovko,Spezia,ITA1,MF,2022-23,20.0,2,290818.0,400000.0
peter gonzalez,Peter González,Getafe,ESP1,MF,2024-25,22.0,3,631222.0,926001.0
peter gulacsi,Péter Gulácsi,RB Leipzig,GER1,GK,2025-26,35.0,6,1127110.0,727129.0
peter pekarik,Peter Pekarík,Hertha BSC,GER1,DF,2022-23,35.0,3,390784.0,267858.0
petko hristov,Petko Hristov,Spezia,ITA1,DF,2022-23,23.0,2,1503245.0,1841867.0
pharell hensel,Pharell Hensel,Wolfsburg,GER1,MF,2025-26,18.0,1,4110201.0,4928088.0
phil bardsley,Phil Bardsley,Burnley,ENG1,DF,2020-21,35.0,1,282182.0,203099.0
phil foden,Phil Foden,Manchester City,ENG1,MF,2026-27,26.0,7,62367162.0,39190654.0
phil harres,Phil Harres,Holstein Kiel,GER1,FW,2024-25,22.0,1,5164964.0,5619358.0
phil jagielka,Phil Jagielka,Sheffield United,ENG1,DF,2020-21,37.0,1,177684.0,112299.0
phil jones,Phil Jones,Manchester Utd,ENG1,DF,2021-22,29.0,1,2802339.0,2310054.0
philip billing,Philip Billing,Napoli,ITA1,MF,2024-25,28.0,4,9606371.0,7164684.0
philip otele,Philip Otele,Hamburger SV,GER1,MF,2025-26,26.0,1,4430541.0,4139598.0
philipp bargfrede,Philipp Bargfrede,Werder Bremen,GER1,MF,2020-21,31.0,1,452982.0,436841.0
philipp forster,Philipp Förster,Bochum,GER1,MF,2023-24,28.0,4,1960215.0,1855580.0
philipp hofmann,Philipp Hofmann,Bochum,GER1,FW,2024-25,31.0,3,1165036.0,1054203.0
philipp klement,Philipp Klement,Stuttgart,GER1,MF,2021-22,28.0,2,1232854.0,1251113.0
philipp kohn,Philipp Kohn,Monaco,FRA1,GK,2025-26,27.0,3,3911149.0,3565057.0
philipp lienhart,Philipp Lienhart,Freiburg,GER1,DF,2026-27,30.0,7,6623772.0,4485033.0
philipp max,Philipp Max,Frankfurt,GER1,MF,2023-24,29.0,2,3525827.0,2872304.0
philipp pentke,Philipp Pentke,Hoffenheim,GER1,GK,2021-22,36.0,2,220462.0,166240.0
philipp sander,Philipp Sander,Gladbach,GER1,MF,2026-27,28.0,3,3415735.0,2974973.0
philipp treu,Philipp Treu,Freiburg,GER1,DF,2026-27,26.0,3,9499569.0,7756561.0
philipp tschauner,Philipp Tschauner,RB Leipzig,GER1,GK,2021-22,35.0,1,321190.0,250143.0
philippe coutinho,Philippe Coutinho,Aston Villa,ENG1,FW,2023-24,31.0,5,9165238.0,6086370.0
philippe sandler,Philippe Sandler,Troyes,FRA1,DF,2021-22,24.0,1,2984196.0,3175426.0
phillip tietz,Phillip Tietz,Mainz 05,GER1,FW,2026-27,29.0,5,3272757.0,2867421.0
phillipp mwene,Phillipp Mwene,Mainz 05,GER1,MF,2026-27,32.0,5,980255.0,779565.0
pica,Pica,Alavés,ESP1,DF,2024-25,22.0,1,2246843.0,2679582.0
pierluigi gollini,Pierluigi Gollini,Genoa,ITA1,GK,2024-25,29.0,4,2595700.0,2268765.0
piero hincapie,Piero Hincapié,Arsenal,ENG1,DF,2026-27,24.0,7,37607391.0,27364089.0
pierre ekwah,Pierre Ekwah,Auxerre,FRA1,MF,2026-27,24.0,2,3602979.0,3797028.0
pierre emerick aubameyang,Pierre-Emerick Aubameyang,Marseille,FRA1,FW,2025-26,36.0,7,2295555.0,1274249.0
pierre emile hojbjerg,Pierre-Emile Hojbjerg,Marseille,FRA1,MF,2026-27,31.0,3,8270629.0,5158967.0
pierre hojbjerg,Pierre Højbjerg,Tottenham,ENG1,MF,2023-24,27.0,4,20001389.0,14149024.0
pierre kunde,Pierre Kunde,Bochum,GER1,MF,2022-23,27.0,2,3355292.0,3102388.0
pierre lees melou,Pierre Lees-Melou,Paris FC,FRA1,MF,2026-27,33.0,7,2339710.0,1504535.0
pierre yves hamel,Pierre-Yves Hamel,Paris FC,FRA1,FW,2025-26,31.0,3,468856.0,486317.0
pierrick capelle,Pierrick Capelle,Angers,FRA1,MF,2025-26,38.0,5,86448.0,56165.0
pietro ceccaroni,Pietro Ceccaroni,Lecce,ITA1,MF,2022-23,27.0,2,2317130.0,2264817.0
pietro pellegri,Pietro Pellegri,Empoli,ITA1,FW,2024-25,23.0,5,3827300.0,4239649.0
pietro terracciano,Pietro Terracciano,AC Milan,ITA1,GK,2025-26,35.0,6,572938.0,409102.0
piotr zielinski,Piotr Zielinski,Inter,ITA1,MF,2026-27,32.0,7,6650405.0,3968581.0
pol lirola,Pol Lirola,Marseille,FRA1,MF,2025-26,28.0,8,2177588.0,2029088.0
pol lozano,Pol Lozano,Espanyol,ESP1,MF,2026-27,27.0,4,4136692.0,3706641.0
pontus jansson,Pontus Jansson,Brentford,ENG1,DF,2022-23,31.0,2,4163509.0,2810777.0
portu,Portu,Girona,ESP1,FW,2025-26,33.0,7,1632737.0,1219755.0
predrag rajkovic,Predrag Rajković,Mallorca,ESP1,GK,2023-24,27.0,4,7852794.0,6447307.0
presnel kimpembe,Presnel Kimpembe,Paris Saint Germain,FRA1,MF,2024-25,29.0,4,9312355.0,6557815.0
promise david,Promise David,Brighton,ENG1,FW,2026-27,25.0,1,13205555.0,11353391.0
przemyslaw frankowski,Przemyslaw Frankowski,Rennes,FRA1,DF,2026-27,31.0,6,3933800.0,2678405.0
przemyslaw placheta,Przemysław Płacheta,Norwich City,ENG1,MF,2021-22,23.0,1,2953004.0,3327919.0
qazim laci,Qazim Laci,Ajaccio,FRA1,MF,2022-23,26.0,1,3657331.0,3516896.0
quentin bernard,Quentin Bernard,Auxerre,FRA1,DF,2022-23,33.0,1,533985.0,418018.0
quentin boisgard,Quentin Boisgard,Lorient,FRA1,MF,2022-23,25.0,3,2195041.0,2388810.0
quentin merlin,Quentin Merlin,Rennes,FRA1,DF,2026-27,24.0,6,11759933.0,10186919.0
quilindschy hartman,Quilindschy Hartman,Burnley,ENG1,DF,2025-26,23.0,1,12347629.0,11031355.0
quini,Quini,Granada,ESP1,DF,2021-22,31.0,2,421725.0,401384.0
quinten timber,Quinten Timber,Crystal Palace,ENG1,MF,2026-27,25.0,2,18054014.0,14323297.0
quique,Quique,Eibar,ESP1,FW,2020-21,30.0,1,1202911.0,1154435.0
rabbi matondo,Rabbi Matondo,Schalke 04,GER1,MF,2020-21,19.0,1,5100492.0,5847823.0
rachid alioui,Rachid Alioui,Angers,FRA1,FW,2020-21,28.0,1,3008786.0,2819036.0
rachid ghezzal,Rachid Ghezzal,Lyon,FRA1,FW,2025-26,33.0,1,726731.0,613001.0
racine coly,Racine Coly,Nice,FRA1,MF,2020-21,25.0,1,2208904.0,2401628.0
radamel falcao,Radamel Falcao,Rayo Vallecano,ESP1,FW,2023-24,37.0,3,628535.0,386812.0
rade krunic,Rade Krunic,AC Milan,ITA1,MF,2023-24,30.0,4,4593844.0,3363459.0
radja nainggolan,Radja Nainggolan,Cagliari,ITA1,MF,2020-21,32.0,1,2961509.0,1995264.0
radoslaw majecki,Radoslaw Majecki,Brest,FRA1,GK,2025-26,26.0,4,5383599.0,4889591.0
radu dragusin,Radu Dragusin,Fiorentina,ITA1,DF,2026-27,24.0,7,15761567.0,13066469.0
rafa marin,Rafa Marin,Napoli,ITA1,DF,2026-27,24.0,4,9459612.0,8466250.0
rafa mir,Rafa Mir,Elche,ESP1,FW,2025-26,28.0,6,2981740.0,2797482.0
rafa soares,Rafa Soares,Eibar,ESP1,DF,2020-21,25.0,1,2459102.0,2580109.0
rafael,Rafael,Spezia,ITA1,GK,2020-21,38.0,1,153046.0,100576.0
rafael bauza,Rafael Bauza,Espanyol,ESP1,MF,2026-27,21.0,2,1159132.0,1595209.0
rafael borre,Rafael Borré,Werder Bremen,GER1,FW,2023-24,27.0,3,10659583.0,8683794.0
rafael czichos,Rafael Czichos,Köln,GER1,DF,2021-22,31.0,2,957499.0,805849.0
rafael leao,Rafael Leao,AC Milan,ITA1,FW,2025-26,26.0,6,48236991.0,32784985.0
rafael obrador,Rafael Obrador,Sassuolo,ITA1,MF,2026-27,22.0,1,6111592.0,6378041.0
rafael ratao,Rafael Ratao,Toulouse,FRA1,MF,2022-23,27.0,1,2439696.0,2366250.0
rafael toloi,Rafael Toloi,Atalanta,ITA1,DF,2024-25,34.0,5,1479407.0,910794.0
rafal gikiewicz,Rafał Gikiewicz,Augsburg,GER1,GK,2022-23,34.0,3,790244.0,584700.0
raffaele di gennaro,Raffaele Di Gennaro,Inter,ITA1,MF,2025-26,32.0,2,300625.0,285453.0
rafik guitane,Rafik Guitane,Reims,FRA1,MF,2022-23,23.0,1,3167882.0,3532661.0
rafiki said,Rafiki Said,Brest,FRA1,MF,2021-22,21.0,1,1294406.0,1752123.0
rafinha,Rafinha,Paris Saint Germain,FRA1,FW,2021-22,28.0,3,8665304.0,6927623.0
ragnar ache,Ragnar Ache,Köln,GER1,FW,2026-27,28.0,4,5853181.0,4963079.0
ragnar klavan,Ragnar Klavan,Cagliari,ITA1,DF,2020-21,35.0,1,447936.0,300810.0
raheem sterling,Raheem Sterling,Arsenal,ENG1,FW,2024-25,29.0,5,19853812.0,13273401.0
ralf fahrmann,Ralf Fährmann,Schalke 04,GER1,GK,2022-23,33.0,2,466689.0,404355.0
ramiro funes mori,Ramiro Funes Mori,Villarreal,ESP1,DF,2020-21,29.0,1,2138585.0,1835850.0
ramon azeez,Ramon Azeez,Granada,ESP1,MF,2020-21,27.0,1,1420847.0,1494482.0
ramon folch,Ramón Folch,Elche,ESP1,MF,2020-21,30.0,1,570152.0,570858.0
ramon hendriks,Ramon Hendriks,Stuttgart,GER1,DF,2026-27,25.0,3,13808584.0,11184199.0
ramon martinez,Ramón Martínez,Sevilla,ESP1,DF,2025-26,22.0,2,1561048.0,1966230.0
ramon sosa,Ramón Sosa,Nottingham,ENG1,MF,2024-25,24.0,1,10139155.0,9149196.0
ramon terrats,Ramón Terrats,Getafe,ESP1,MF,2026-27,26.0,7,2726667.0,2740042.0
ramy bensebaini,Ramy Bensebaini,Dortmund,GER1,DF,2025-26,30.0,6,5220913.0,3663621.0
ramzi aya,Ramzi Aya,Salernitana,ITA1,DF,2021-22,31.0,1,489483.0,455578.0
randal kolo muani,Randal Kolo Muani,Juventus,ITA1,FW,2026-27,28.0,9,17226733.0,12423402.0
randy nteka,Randy Nteka,Rayo Vallecano,ESP1,FW,2026-27,29.0,7,1147903.0,1176886.0
rani khedira,Rani Khedira,Union Berlin,GER1,MF,2026-27,32.0,7,1465965.0,1097537.0
ransford konigsdorffer,Ransford Königsdörffer,Mainz 05,GER1,FW,2026-27,25.0,2,5152651.0,5101626.0
raoul bellanova,Raoul Bellanova,Atalanta,ITA1,DF,2026-27,26.0,6,11682000.0,9247206.0
raphael framberger,Raphael Framberger,Augsburg,GER1,MF,2022-23,26.0,3,1755189.0,1884279.0
raphael guerreiro,Raphaël Guerreiro,Bayern Munich,GER1,MF,2025-26,31.0,6,5537699.0,3668470.0
raphael onyedika,Raphael Onyedika,Frankfurt,GER1,MF,2026-27,25.0,1,15429629.0,12533069.0
raphael varane,Raphaël Varane,Manchester Utd,ENG1,DF,2023-24,30.0,4,18545554.0,10760437.0
raphinha,Raphinha,Barcelona,ESP1,FW,2026-27,30.0,8,34027207.0,19779864.0
rares ilie,Rares Ilie,Nice,FRA1,MF,2024-25,21.0,2,3103315.0,3684314.0
rasmus carstensen,Rasmus Carstensen,Köln,GER1,DF,2023-24,22.0,1,3158434.0,3579162.0
rasmus hojlund,Rasmus Hojlund,Napoli,ITA1,FW,2026-27,23.0,4,49842900.0,37569384.0
rasmus kristensen,Rasmus Kristensen,Frankfurt,GER1,DF,2025-26,28.0,4,8421547.0,6267289.0
rasmus nicolaisen,Rasmus Nicolaisen,Toulouse,FRA1,DF,2026-27,29.0,5,3195418.0,2582725.0
raul,Raúl,Osasuna,ESP1,FW,2026-27,26.0,5,2852242.0,2962854.0
raul albiol,Raul Albiol,Pisa,ITA1,DF,2025-26,40.0,6,215851.0,94690.0
raul asencio,Raúl Asencio,Real Madrid,ESP1,DF,2025-26,22.0,2,21577089.0,18328385.0
raul chasco,Raúl Chasco,Valladolid,ESP1,DF,2024-25,20.0,1,450000.0,600000.0
raul de tomas,Raúl de Tomás,Rayo Vallecano,ESP1,FW,2024-25,29.0,4,2100000.0,2299006.0
raul fernandez,Raúl Fernández,Granada,ESP1,GK,2023-24,35.0,1,245114.0,198794.0
raul garcia,Raúl García,Athletic Club,ESP1,FW,2023-24,37.0,5,948196.0,548635.0
raul guti,Raúl Guti,Elche,ESP1,MF,2022-23,25.0,3,4263870.0,4200381.0
raul jimenez,Raúl Jiménez,Fulham,ENG1,FW,2025-26,34.0,6,2822805.0,1797900.0
raul moro,Raúl Moro,Osasuna,ESP1,MF,2026-27,24.0,4,4404234.0,4503719.0
raul navas,Raúl Navas,Osasuna,ESP1,DF,2020-21,32.0,1,433569.0,380284.0
raul parra,Raúl Parra,Cádiz,ESP1,DF,2022-23,22.0,2,595818.0,867116.0
raul torrente,Raul Torrente,Le Mans,FRA1,DF,2026-27,25.0,3,2905603.0,2973233.0
rav van den berg,Rav van den Berg,Köln,GER1,DF,2025-26,21.0,1,7368586.0,7565153.0
rayan,Rayan,Bournemouth,ENG1,MF,2026-27,20.0,2,46313226.0,37483762.0
rayan ait nouri,Rayan Aït-Nouri,Manchester City,ENG1,DF,2025-26,24.0,7,28587420.0,21674420.0
rayan cherki,Rayan Cherki,Manchester City,ENG1,MF,2026-27,23.0,2,59955207.0,43013148.0
rayan philippe,Rayan Philippe,Hamburger SV,GER1,FW,2026-27,26.0,3,3738673.0,3729166.0
rayan raveloson,Rayan Raveloson,Auxerre,FRA1,DF,2024-25,27.0,2,2076006.0,2019628.0
rayan souici,Rayan Souici,Saint-Etienne,FRA1,DF,2020-21,22.0,1,450000.0,600000.0
rayane belaid,Rayane Belaid,Atlético Madrid,ESP1,MF,2025-26,20.0,1,1458808.0,1983318.0
razvan marin,Razvan Marin,Cagliari,ITA1,MF,2024-25,28.0,5,4224801.0,3564158.0
razvan sava,Razvan Sava,Udinese,ITA1,GK,2025-26,23.0,2,3073480.0,3367039.0
recio,Recio,Eibar,ESP1,MF,2020-21,29.0,1,1583755.0,1454766.0
reda khadra,Reda Khadra,Le Havre,FRA1,FW,2025-26,24.0,4,2180937.0,2546941.0
redwan bourles,Redwan Bourles,Lorient,FRA1,MF,2021-22,18.0,1,885517.0,1200000.0
reece burke,Reece Burke,Luton Town,ENG1,DF,2023-24,26.0,1,2515857.0,2507286.0
reece james,Reece James,Chelsea,ENG1,MF,2026-27,27.0,7,35970263.0,23301154.0
reece oxford,Reece Oxford,Augsburg,GER1,DF,2022-23,23.0,3,8758446.0,8238456.0
reigan heskey,Reigan Heskey,Köln,GER1,FW,2026-27,18.0,1,3290222.0,4075166.0
reinhold yabo,Reinhold Yabo,Arminia,GER1,MF,2020-21,28.0,1,1205476.0,1227457.0
reinier,Reinier,Frosinone,ITA1,FW,2023-24,21.0,4,7671364.0,8043378.0
reinildo mandava,Reinildo Mandava,Sunderland,ENG1,DF,2026-27,32.0,6,2901929.0,1913784.0
reiss nelson,Reiss Nelson,Brentford,ENG1,FW,2025-26,25.0,7,10700143.0,9494314.0
rekeem harper,Rekeem Harper,West Brom,ENG1,MF,2020-21,20.0,1,3777377.0,4452518.0
remi matthews,Remi Matthews,Crystal Palace,ENG1,GK,2023-24,29.0,1,861346.0,888330.0
remi oudin,Remi Oudin,Lecce,ITA1,MF,2024-25,28.0,4,2262672.0,2096283.0
remo freuler,Remo Freuler,Bologna,ITA1,MF,2025-26,33.0,6,2904943.0,1808345.0
remy cabella,Remy Cabella,Nantes,FRA1,FW,2025-26,35.0,5,1240667.0,823560.0
remy descamps,Remy Descamps,Lyon,FRA1,GK,2026-27,30.0,5,1080443.0,1015204.0
remy dugimont,Remy Dugimont,Auxerre,FRA1,MF,2022-23,36.0,1,251931.0,171770.0
remy rees dottin,Remy Rees-Dottin,Bournemouth,ENG1,FW,2024-25,18.0,1,871682.0,1200000.0
remy riou,Remy Riou,Lyon,FRA1,GK,2023-24,36.0,2,222653.0,167643.0
renan lodi,Renan Lodi,Marseille,FRA1,DF,2023-24,25.0,4,19230819.0,14820957.0
